country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",16-06-2026 12:00,18.897756,72.81332,CO,18,28,20
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",16-06-2026 12:00,19.000084,72.85673,OZONE,5,11,7
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",16-06-2026 12:00,19.060498,72.923356,PM2.5,13,46,27
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",16-06-2026 12:00,19.060498,72.923356,NH3,2,5,4
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",16-06-2026 12:00,19.060498,72.923356,OZONE,39,41,40
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",16-06-2026 12:00,19.000083,72.813993,NH3,2,2,2
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",16-06-2026 12:00,19.047,72.8746,PM2.5,22,75,58
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",16-06-2026 12:00,19.047,72.8746,NH3,6,6,6
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",16-06-2026 12:00,18.994218,72.8158167,PM10,4,107,32
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",16-06-2026 12:00,18.994218,72.8158167,NH3,3,3,3
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",16-06-2026 12:00,21.121801,79.04952,PM2.5,39,92,58
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",16-06-2026 12:00,21.121801,79.04952,PM10,49,86,65
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",16-06-2026 12:00,26.05374,91.86796,PM2.5,54,324,166
India,Meghalaya,Byrnihat,"15th Mile-Nongthymmai, Byrnihat - Meghalaya PCB",16-06-2026 12:00,26.05374,91.86796,SO2,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",16-06-2026 12:00,25.5803419,91.8942571,PM2.5,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",16-06-2026 12:00,25.5803419,91.8942571,SO2,20,28,25
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",16-06-2026 12:00,25.5803419,91.8942571,CO,22,39,23
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",16-06-2026 12:00,20.832874,85.104082,PM2.5,18,203,71
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",16-06-2026 12:00,20.832874,85.104082,NH3,3,5,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",16-06-2026 12:00,20.832874,85.104082,CO,38,110,87
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",16-06-2026 12:00,20.832874,85.104082,OZONE,19,306,72
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",16-06-2026 12:00,21.941841,86.728318,NH3,1,3,2
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",16-06-2026 12:00,20.24079,85.836784,PM10,20,79,45
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",16-06-2026 12:00,17.6336264,75.9132495,SO2,2,6,4
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",16-06-2026 12:00,17.6336264,75.9132495,CO,12,24,17
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",16-06-2026 12:00,17.65439,75.90649,PM2.5,26,55,37
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",16-06-2026 12:00,17.65439,75.90649,NH3,2,6,4
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",16-06-2026 12:00,19.222279,72.957979,SO2,2,13,5
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",16-06-2026 12:00,19.235581,73.159121,PM10,71,98,84
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",16-06-2026 12:00,19.2307571,73.155192,NO2,8,18,13
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",16-06-2026 12:00,19.2307571,73.155192,NH3,1,2,2
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",16-06-2026 12:00,19.2307571,73.155192,CO,8,18,13
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",16-06-2026 12:00,18.536457,73.805454,OZONE,1,17,5
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",16-06-2026 12:00,18.547056,73.826908,NO2,11,15,14
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",16-06-2026 12:00,18.547056,73.826908,OZONE,4,71,22
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",16-06-2026 12:00,16.5038,74.3623,PM10,36,50,43
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",16-06-2026 12:00,16.5038,74.3623,SO2,10,14,12
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",16-06-2026 12:00,17.6336264,75.9132495,PM10,34,69,52
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",16-06-2026 12:00,17.460103,78.334361,NO2,1,44,26
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",16-06-2026 12:00,17.460103,78.334361,OZONE,8,15,11
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",16-06-2026 12:00,17.470431,78.566959,NO2,4,40,19
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",16-06-2026 12:00,17.5184,78.278777,OZONE,17,60,29
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",16-06-2026 12:00,17.585705,78.126199,PM10,69,76,70
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",16-06-2026 12:00,17.585705,78.126199,OZONE,15,33,19
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",16-06-2026 12:00,17.393559,78.339194,PM10,54,72,60
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",16-06-2026 12:00,17.393559,78.339194,OZONE,15,30,19
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",16-06-2026 12:00,17.544899,78.486949,NO2,NA,NA,NA
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",16-06-2026 12:00,17.429398,78.569354,NO2,14,20,16
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",16-06-2026 12:00,17.429398,78.569354,CO,24,42,36
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",16-06-2026 12:00,17.37206,78.50864,PM2.5,48,87,61
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",16-06-2026 12:00,17.37206,78.50864,NH3,2,3,2
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",16-06-2026 12:00,17.37206,78.50864,OZONE,15,31,19
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",16-06-2026 12:00,17.528544,78.286195,PM10,70,92,77
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",16-06-2026 12:00,17.528544,78.286195,NO2,11,19,14
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",16-06-2026 12:00,17.528544,78.286195,SO2,9,16,14
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",16-06-2026 12:00,17.4559458,78.4332152,SO2,4,18,10
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",16-06-2026 12:00,17.417094,78.457437,PM10,64,106,84
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",16-06-2026 12:00,17.349694,78.451437,PM10,42,86,62
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",16-06-2026 12:00,17.349694,78.451437,NO2,5,9,8
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",16-06-2026 12:00,17.349694,78.451437,SO2,1,2,2
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",16-06-2026 12:00,23.8175497,91.2726974,OZONE,10,23,14
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",16-06-2026 12:00,27.23711,78.01936,SO2,NA,NA,NA
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",16-06-2026 12:00,27.23711,78.01936,CO,20,22,20
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",16-06-2026 12:00,27.106972,78.000111,PM10,87,480,147
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",16-06-2026 12:00,27.19865833,78.00598056,PM2.5,46,95,68
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",16-06-2026 12:00,27.19865833,78.00598056,NO2,9,12,10
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",16-06-2026 12:00,27.19865833,78.00598056,CO,29,30,30
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",16-06-2026 12:00,27.169338,78.03582,CO,20,22,20
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",16-06-2026 12:00,27.19862,77.92066,OZONE,8,29,19
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",16-06-2026 12:00,28.964949,77.278761,NO2,12,77,37
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",16-06-2026 12:00,26.031443,76.359327,NO2,2,27,10
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",16-06-2026 12:00,27.608912,75.153302,PM10,66,500,187
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",16-06-2026 12:00,27.608912,75.153302,NO2,5,39,14
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",16-06-2026 12:00,27.608912,75.153302,CO,7,26,13
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",16-06-2026 12:00,24.885261,72.857549,PM2.5,17,74,33
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",16-06-2026 12:00,26.159933,75.780517,NO2,1,4,1
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",16-06-2026 12:00,24.5886166,73.6321397,SO2,1,30,9
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",16-06-2026 12:00,27.33853,88.614099,PM10,17,51,30
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",16-06-2026 12:00,13.0664,80.2112,PM2.5,30,71,46
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",16-06-2026 12:00,13.0664,80.2112,PM10,70,123,100
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",16-06-2026 12:00,13.0664,80.2112,NO2,9,34,17
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",16-06-2026 12:00,13.0664,80.2112,NH3,2,5,4
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",16-06-2026 12:00,13.1278,80.2642,NH3,3,6,4
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",16-06-2026 12:00,13.1278,80.2642,OZONE,24,35,30
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",16-06-2026 12:00,13.1662,80.2584,PM2.5,28,83,44
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",16-06-2026 12:00,26.253384,72.976571,NO2,1,15,3
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",16-06-2026 12:00,26.253384,72.976571,SO2,2,5,2
India,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",16-06-2026 12:00,27.8015617,76.6365217,SO2,NA,NA,NA
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",16-06-2026 12:00,25.16409,75.858137,PM10,103,209,158
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",16-06-2026 12:00,25.16409,75.858137,NO2,33,90,54
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",16-06-2026 12:00,25.196024,75.855668,NO2,10,87,28
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",16-06-2026 12:00,25.196024,75.855668,SO2,8,18,13
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB",16-06-2026 12:00,25.196024,75.855668,CO,2,88,15
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",16-06-2026 12:00,25.14389,75.821256,PM2.5,75,183,115
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",16-06-2026 12:00,27.213494,73.734444,NO2,3,21,7
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",16-06-2026 12:00,25.771061,73.340227,SO2,5,13,9
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",16-06-2026 12:00,24.041198,74.780702,PM10,53,119,91
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",16-06-2026 12:00,24.041198,74.780702,SO2,2,6,3
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",16-06-2026 12:00,24.041198,74.780702,OZONE,20,76,33
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",16-06-2026 12:00,13.164544,80.26285,OZONE,7,10,8
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",16-06-2026 12:00,12.9533,80.2357,SO2,2,8,5
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",16-06-2026 12:00,13.1036,80.2909,PM2.5,37,46,41
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",16-06-2026 12:00,13.1036,80.2909,CO,46,57,51
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",16-06-2026 12:00,13.1036,80.2909,OZONE,28,34,32
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",16-06-2026 12:00,13.0052189,80.2398125,PM2.5,29,100,47
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",16-06-2026 12:00,13.0052189,80.2398125,NO2,12,15,13
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",16-06-2026 12:00,13.0052189,80.2398125,NH3,2,3,3
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",16-06-2026 12:00,13.0052189,80.2398125,SO2,6,7,6
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",16-06-2026 12:00,11.0328,77.0349,NH3,1,1,1
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",16-06-2026 12:00,11.0328,77.0349,SO2,2,4,3
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",16-06-2026 12:00,10.942451,76.978996,PM10,24,56,41
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",16-06-2026 12:00,10.942451,76.978996,NO2,22,23,23
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",16-06-2026 12:00,13.4127,80.1081,PM2.5,50,345,124
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",16-06-2026 12:00,13.4127,80.1081,NH3,1,1,1
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",16-06-2026 12:00,31.321907,75.578914,PM10,42,100,68
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",16-06-2026 12:00,31.321907,75.578914,SO2,16,17,17
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",16-06-2026 12:00,31.321907,75.578914,OZONE,34,38,36
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",16-06-2026 12:00,30.649961,76.331442,NH3,6,6,6
India,Punjab,Patiala,"Model Town, Patiala - PPCB",16-06-2026 12:00,30.349388,76.366642,NO2,16,20,17
India,Punjab,Patiala,"Model Town, Patiala - PPCB",16-06-2026 12:00,30.349388,76.366642,SO2,6,35,13
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",16-06-2026 12:00,26.470859,74.646594,PM10,61,167,97
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",16-06-2026 12:00,27.554793,76.611536,PM10,34,119,58
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",16-06-2026 12:00,27.554793,76.611536,NO2,31,81,48
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",16-06-2026 12:00,27.554793,76.611536,SO2,29,54,43
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",16-06-2026 12:00,27.554793,76.611536,CO,23,85,55
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",16-06-2026 12:00,23.55519,74.44001,PM10,59,120,101
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",16-06-2026 12:00,25.106006,76.469948,PM10,55,200,109
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB",16-06-2026 12:00,25.106006,76.469948,NO2,13,22,18
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",16-06-2026 12:00,26.9502929,75.730943,PM2.5,49,182,86
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",16-06-2026 12:00,26.9502929,75.730943,CO,10,111,25
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",16-06-2026 12:00,26.912329,70.909168,NH3,6,10,8
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",16-06-2026 12:00,25.344694,72.626208,PM10,46,101,78
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",16-06-2026 12:00,24.588397,76.172782,SO2,1,6,3
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",16-06-2026 12:00,24.588397,76.172782,CO,12,103,69
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",16-06-2026 12:00,28.108988,75.386577,NO2,NA,NA,NA
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",16-06-2026 12:00,28.108988,75.386577,SO2,NA,NA,NA
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",16-06-2026 12:00,28.108988,75.386577,CO,NA,NA,NA
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",16-06-2026 12:00,26.268249,73.0193853,NH3,4,9,6
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",16-06-2026 12:00,26.268249,73.0193853,OZONE,14,18,15
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",16-06-2026 12:00,26.29581,73.082283,NH3,3,3,3
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",16-06-2026 12:00,23.837789,73.714926,SO2,4,10,6
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",16-06-2026 12:00,23.837789,73.714926,CO,16,30,23
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",16-06-2026 12:00,26.843698,75.766894,PM10,27,178,109
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",16-06-2026 12:00,26.843698,75.766894,CO,8,78,21
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",16-06-2026 12:00,26.843698,75.766894,OZONE,8,141,88
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",16-06-2026 12:00,26.9164092,75.7994901,PM2.5,61,96,80
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",16-06-2026 12:00,26.9164092,75.7994901,SO2,9,35,21
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",16-06-2026 12:00,26.786682,75.827928,NO2,13,64,28
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",16-06-2026 12:00,26.786682,75.827928,OZONE,16,85,32
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",16-06-2026 12:00,26.960669,75.771817,PM2.5,35,147,55
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",16-06-2026 12:00,25.747299,71.393989,NO2,1,8,4
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",16-06-2026 12:00,25.747299,71.393989,SO2,6,8,7
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",16-06-2026 12:00,27.215415,77.50873,PM10,52,403,87
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",16-06-2026 12:00,27.215415,77.50873,OZONE,18,162,66
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB",16-06-2026 12:00,25.435774,75.644272,OZONE,22,90,36
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",16-06-2026 12:00,24.892047,74.623527,PM2.5,32,87,58
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",16-06-2026 12:00,24.892047,74.623527,NH3,6,8,7
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",16-06-2026 12:00,24.892047,74.623527,OZONE,26,98,42
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",16-06-2026 12:00,28.296139,74.961696,PM2.5,2,402,43
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",16-06-2026 12:00,28.296139,74.961696,NH3,6,9,7
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",16-06-2026 12:00,22.629801,88.352017,PM2.5,42,86,61
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",16-06-2026 12:00,22.629801,88.352017,NO2,26,86,42
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",16-06-2026 12:00,22.629801,88.352017,NH3,4,5,5
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",16-06-2026 12:00,22.629801,88.352017,SO2,4,9,7
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",16-06-2026 12:00,22.629801,88.352017,OZONE,16,63,25
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",16-06-2026 12:00,22.554954,88.292568,CO,6,14,8
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",16-06-2026 12:00,22.6025571,88.3105664,PM10,23,89,51
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",16-06-2026 12:00,22.6025571,88.3105664,NH3,1,2,1
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",16-06-2026 12:00,22.611968,88.347422,PM2.5,NA,NA,NA
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",16-06-2026 12:00,22.611968,88.347422,NH3,NA,NA,NA
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",16-06-2026 12:00,22.5687319,88.2797276,NH3,8,17,11
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",16-06-2026 12:00,22.58157048,88.41002457,PM10,37,74,58
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",16-06-2026 12:00,22.58157048,88.41002457,OZONE,21,60,34
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",16-06-2026 12:00,22.55664,88.342674,PM10,40,82,58
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",16-06-2026 12:00,22.55664,88.342674,CO,14,20,16
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",16-06-2026 12:00,22.55664,88.342674,OZONE,21,101,46
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",16-06-2026 12:00,22.49929,88.36917,NH3,7,8,7
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",16-06-2026 12:00,22.49929,88.36917,CO,26,30,27
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",16-06-2026 12:00,22.627847,88.380669,PM10,39,94,59
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",16-06-2026 12:00,22.627847,88.380669,SO2,8,16,10
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB",16-06-2026 12:00,28.739153,77.273668,SO2,NA,NA,NA
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",16-06-2026 12:00,26.730136,83.433859,PM2.5,49,67,56
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",16-06-2026 12:00,26.730136,83.433859,SO2,38,40,39
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",16-06-2026 12:00,26.730136,83.433859,OZONE,6,22,10
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",16-06-2026 12:00,28.47272,77.482,NO2,16,95,46
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",16-06-2026 12:00,28.47272,77.482,NH3,7,10,8
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",16-06-2026 12:00,28.47272,77.482,SO2,6,24,10
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",16-06-2026 12:00,28.557054,77.453663,PM2.5,29,320,138
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",16-06-2026 12:00,28.557054,77.453663,SO2,9,18,11
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",16-06-2026 12:00,28.725645,77.749675,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",16-06-2026 12:00,28.725645,77.749675,SO2,1,61,34
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",16-06-2026 12:00,26.428282,80.327067,PM2.5,44,204,81
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",16-06-2026 12:00,26.428282,80.327067,PM10,60,172,99
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",16-06-2026 12:00,26.509954,80.249612,PM2.5,21,97,51
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",16-06-2026 12:00,28.849399,78.742362,CO,27,34,31
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",16-06-2026 12:00,29.4723508,77.7194031,PM10,97,261,145
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",16-06-2026 12:00,29.4723508,77.7194031,SO2,15,56,37
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",16-06-2026 12:00,28.5898,77.3101,PM10,64,431,183
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",16-06-2026 12:00,28.5898,77.3101,NO2,15,65,39
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",16-06-2026 12:00,28.5898,77.3101,NH3,5,6,6
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",16-06-2026 12:00,25.425602,81.917152,NH3,6,6,6
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",16-06-2026 12:00,25.425602,81.917152,CO,7,64,23
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",16-06-2026 12:00,25.425602,81.917152,OZONE,23,87,39
