country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",16-06-2026 12:00,22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",16-06-2026 12:00,22.368195,82.746431,SO2,12,42,14
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",16-06-2026 12:00,22.348441,82.549611,PM2.5,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",16-06-2026 12:00,22.348441,82.549611,PM10,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",16-06-2026 12:00,22.348441,82.549611,NH3,1,1,1
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",16-06-2026 12:00,22.12665,83.483212,NH3,2,2,2
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",16-06-2026 12:00,22.1910172,83.5197009,PM10,50,141,89
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",16-06-2026 12:00,21.258815,81.578979,NH3,3,4,4
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",16-06-2026 12:00,21.258815,81.578979,SO2,5,10,6
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",16-06-2026 12:00,21.219665,81.630094,PM2.5,23,58,39
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",16-06-2026 12:00,21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",16-06-2026 12:00,21.219665,81.630094,CO,12,34,26
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",16-06-2026 12:00,21.237755,81.705301,SO2,4,82,23
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",16-06-2026 12:00,21.237755,81.705301,OZONE,3,82,29
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",16-06-2026 12:00,21.371751,81.664929,SO2,4,39,16
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",16-06-2026 12:00,22.06631475,83.33820077,PM10,26,124,73
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",16-06-2026 12:00,22.06631475,83.33820077,OZONE,9,143,43
India,Delhi,Delhi,"Alipur, Delhi - DPCC",16-06-2026 12:00,28.815329,77.15301,NO2,17,85,45
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",16-06-2026 12:00,25.560083,87.553265,PM2.5,13,38,21
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",16-06-2026 12:00,25.560083,87.553265,NO2,8,10,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",16-06-2026 12:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",16-06-2026 12:00,26.0881305,87.93840336,PM10,52,159,83
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",16-06-2026 12:00,26.0881305,87.93840336,NO2,7,8,8
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",16-06-2026 12:00,27.308328,84.531742,NH3,1,1,1
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",16-06-2026 12:00,27.308328,84.531742,SO2,14,17,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",16-06-2026 12:00,27.308328,84.531742,CO,22,33,30
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",16-06-2026 12:00,26.63086,84.90051,NO2,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",16-06-2026 12:00,26.63086,84.90051,SO2,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB",16-06-2026 12:00,25.376776,86.471523,PM10,18,58,36
India,Bihar,Munger,"Town Hall, Munger - BSPCB",16-06-2026 12:00,25.376776,86.471523,CO,12,24,17
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",16-06-2026 12:00,26.1403345,85.3650192,SO2,NA,NA,NA
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",16-06-2026 12:00,26.1403345,85.3650192,OZONE,16,56,35
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",16-06-2026 12:00,26.1209,85.3647,SO2,5,13,11
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",16-06-2026 12:00,25.586562,85.043586,OZONE,27,35,30
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",16-06-2026 12:00,25.592539,85.227158,CO,15,30,20
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",16-06-2026 12:00,25.610369,85.132568,NO2,1,2,2
India,Bihar,Patna,"Muradpur, Patna - BSPCB",16-06-2026 12:00,25.619651,85.147382,PM10,125,190,154
India,Bihar,Patna,"Muradpur, Patna - BSPCB",16-06-2026 12:00,25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB",16-06-2026 12:00,25.619651,85.147382,OZONE,4,95,22
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",16-06-2026 12:00,25.599486,85.113666,NH3,2,3,3
India,Bihar,Patna,"Samanpura, Patna - BSPCB",16-06-2026 12:00,25.596727,85.085624,PM2.5,45,134,75
India,Bihar,Patna,"Samanpura, Patna - BSPCB",16-06-2026 12:00,25.596727,85.085624,CO,17,29,24
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",16-06-2026 12:00,25.366336,87.117468,SO2,15,16,16
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",16-06-2026 12:00,25.366336,87.117468,CO,54,57,56
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",16-06-2026 12:00,25.366336,87.117468,OZONE,20,50,31
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",16-06-2026 12:00,25.0328,85.41948,CO,34,49,42
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",16-06-2026 12:00,25.892357,86.590325,NO2,6,9,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",16-06-2026 12:00,25.892357,86.590325,SO2,16,18,17
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",16-06-2026 12:00,25.859655,85.77944,PM2.5,3,72,32
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",16-06-2026 12:00,25.251013,86.989001,PM2.5,13,97,46
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",16-06-2026 12:00,25.251013,86.989001,OZONE,17,20,18
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",16-06-2026 12:00,25.265194,87.012947,NH3,2,5,3
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",16-06-2026 12:00,25.204762,85.51496,PM10,18,52,35
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",16-06-2026 12:00,25.56752,83.966379,NO2,9,10,9
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",16-06-2026 12:00,25.56752,83.966379,SO2,28,32,30
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",16-06-2026 12:00,25.56752,83.966379,CO,22,28,25
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",16-06-2026 12:00,25.7808257,84.7446768,NO2,2,3,2
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",16-06-2026 12:00,25.7808257,84.7446768,SO2,20,22,21
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",16-06-2026 12:00,24.792403,84.992416,PM2.5,53,307,123
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",16-06-2026 12:00,24.792403,84.992416,SO2,43,44,44
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",16-06-2026 12:00,24.792403,84.992416,OZONE,25,137,73
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",16-06-2026 12:00,24.762518,84.982348,PM2.5,47,82,63
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",16-06-2026 12:00,24.762518,84.982348,SO2,8,12,9
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",16-06-2026 12:00,25.697189,85.2459,PM2.5,49,330,175
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",16-06-2026 12:00,13.615387,79.40923,CO,20,30,28
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16-06-2026 12:00,16.536107,80.594233,PM2.5,57,85,65
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16-06-2026 12:00,16.536107,80.594233,NO2,17,26,22
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16-06-2026 12:00,16.536107,80.594233,SO2,4,18,9
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16-06-2026 12:00,16.486692,80.699436,PM2.5,47,82,57
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16-06-2026 12:00,16.486692,80.699436,NO2,26,34,27
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16-06-2026 12:00,16.554731,80.64911,NO2,17,27,20
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16-06-2026 12:00,16.554731,80.64911,NH3,4,6,5
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16-06-2026 12:00,16.554731,80.64911,SO2,11,25,19
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",16-06-2026 12:00,17.72,83.3,CO,4,27,13
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",16-06-2026 12:00,27.103358,93.679645,NH3,1,1,1
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",16-06-2026 12:00,26.071318,91.87488,PM2.5,62,267,112
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",16-06-2026 12:00,26.071318,91.87488,NH3,3,4,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",16-06-2026 12:00,26.071318,91.87488,OZONE,18,54,36
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",16-06-2026 12:00,26.1875,91.744194,PM10,62,500,148
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",16-06-2026 12:00,26.1875,91.744194,SO2,26,29,28
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",16-06-2026 12:00,26.349082,92.68449,NO2,1,173,14
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",16-06-2026 12:00,26.349082,92.68449,SO2,5,14,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",16-06-2026 12:00,26.446912,91.439057,NO2,14,15,14
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",16-06-2026 12:00,26.446912,91.439057,SO2,8,8,8
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",16-06-2026 12:00,26.987634,94.636574,NH3,6,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",16-06-2026 12:00,25.5626095,84.663264,PM2.5,20,60,36
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",16-06-2026 12:00,25.5626095,84.663264,OZONE,6,18,8
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",16-06-2026 12:00,24.75746,84.366208,PM2.5,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",16-06-2026 12:00,24.75746,84.366208,PM10,15,91,55
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",16-06-2026 12:00,25.42742023,86.13886079,PM10,47,137,87
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",16-06-2026 12:00,28.695381,77.181665,NO2,11,83,46
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",16-06-2026 12:00,28.695381,77.181665,NH3,7,11,9
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",16-06-2026 12:00,28.695381,77.181665,OZONE,3,30,10
India,Delhi,Delhi,"Bawana, Delhi - DPCC",16-06-2026 12:00,28.7762,77.051074,NO2,7,47,23
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",16-06-2026 12:00,28.7256504,77.2011573,PM2.5,1,196,76
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",16-06-2026 12:00,28.7256504,77.2011573,CO,72,105,96
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",16-06-2026 12:00,28.5512005,77.2735737,PM10,43,431,160
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",16-06-2026 12:00,28.656756,77.227234,NO2,37,94,64
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",16-06-2026 12:00,28.656756,77.227234,NH3,7,19,12
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",16-06-2026 12:00,28.656756,77.227234,CO,87,120,108
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",16-06-2026 12:00,28.615828,77.271992,NO2,20,104,49
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",16-06-2026 12:00,28.615828,77.271992,NH3,3,8,5
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",16-06-2026 12:00,13.20488,79.097889,NO2,38,44,42
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",16-06-2026 12:00,16.316553,80.413302,PM10,52,83,62
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",16-06-2026 12:00,14.465052,78.824187,PM2.5,58,74,62
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",16-06-2026 12:00,14.465052,78.824187,NH3,3,5,3
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",16-06-2026 12:00,14.465052,78.824187,SO2,8,19,10
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",16-06-2026 12:00,16.186555,81.13219,OZONE,52,108,70
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16-06-2026 12:00,16.9872867,81.7363176,SO2,5,15,10
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16-06-2026 12:00,16.9872867,81.7363176,OZONE,11,44,20
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",16-06-2026 12:00,30.735567,76.775714,PM2.5,7,45,26
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",16-06-2026 12:00,30.735567,76.775714,SO2,6,17,10
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",16-06-2026 12:00,30.751462,76.762879,CO,10,27,16
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",16-06-2026 12:00,21.194815,81.31477,PM2.5,21,35,26
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",16-06-2026 12:00,21.194815,81.31477,NH3,3,4,3
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",16-06-2026 12:00,21.185571,81.343175,PM2.5,13,49,25
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",16-06-2026 12:00,21.185571,81.343175,NO2,15,16,16
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",16-06-2026 12:00,21.185571,81.343175,NH3,1,1,1
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",16-06-2026 12:00,21.224231,81.40835,NO2,8,61,29
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",16-06-2026 12:00,14.675886,77.593027,SO2,12,15,14
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",16-06-2026 12:00,28.531346,77.190156,SO2,6,17,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",16-06-2026 12:00,28.531346,77.190156,OZONE,4,38,8
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",16-06-2026 12:00,28.62181,77.1944633,PM2.5,24,163,66
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",16-06-2026 12:00,28.672342,77.31526,NH3,7,10,8
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",16-06-2026 12:00,28.672342,77.31526,SO2,12,43,23
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",16-06-2026 12:00,28.672342,77.31526,CO,53,104,82
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",16-06-2026 12:00,22.977134,72.553024,SO2,8,27,14
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",16-06-2026 12:00,22.977134,72.553024,OZONE,24,27,26
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",16-06-2026 12:00,23.002657,72.591912,PM2.5,34,177,80
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",16-06-2026 12:00,23.002657,72.591912,SO2,9,104,53
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",16-06-2026 12:00,23.002657,72.591912,CO,2,62,28
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",16-06-2026 12:00,23.002657,72.591912,OZONE,36,80,41
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",16-06-2026 12:00,23.016834,72.625775,SO2,14,102,32
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",16-06-2026 12:00,23.016834,72.625775,OZONE,5,17,6
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",16-06-2026 12:00,23.041137,72.456691,PM2.5,35,67,52
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",16-06-2026 12:00,23.041137,72.456691,SO2,1,3,2
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",16-06-2026 12:00,23.041137,72.456691,CO,16,24,20
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",16-06-2026 12:00,23.041137,72.456691,OZONE,6,49,13
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",16-06-2026 12:00,23.023389,72.515201,PM10,41,94,69
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",16-06-2026 12:00,28.3153,76.9143,NO2,2,39,19
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",16-06-2026 12:00,28.3153,76.9143,SO2,10,20,14
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",16-06-2026 12:00,28.3153,76.9143,CO,30,90,83
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",16-06-2026 12:00,28.3153,76.9143,OZONE,1,59,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",16-06-2026 12:00,30.7057778,76.85318056,OZONE,36,70,50
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",16-06-2026 12:00,29.432304,76.972765,PM2.5,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",16-06-2026 12:00,29.432304,76.972765,NH3,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",16-06-2026 12:00,29.432304,76.972765,SO2,NA,NA,NA
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",16-06-2026 12:00,29.0272,77.0621,PM10,NA,NA,NA
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",16-06-2026 12:00,30.1480566,77.2893471,PM10,NA,NA,NA
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",16-06-2026 12:00,30.1480566,77.2893471,SO2,NA,NA,NA
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",16-06-2026 12:00,30.943887,76.801991,NO2,4,20,9
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",16-06-2026 12:00,30.943887,76.801991,SO2,15,41,20
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",16-06-2026 12:00,30.943887,76.801991,OZONE,66,157,88
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC",16-06-2026 12:00,34.031606,75.009712,PM2.5,10,42,26
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",16-06-2026 12:00,34.066206,74.81982,PM2.5,19,34,26
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",16-06-2026 12:00,34.066206,74.81982,SO2,3,4,3
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",16-06-2026 12:00,28.5710274,77.0719006,CO,12,106,40
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",16-06-2026 12:00,28.493624,77.201159,OZONE,7,42,14
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",16-06-2026 12:00,28.6811736,77.3025234,PM10,62,308,137
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",16-06-2026 12:00,28.6811736,77.3025234,NO2,30,113,78
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",16-06-2026 12:00,28.6811736,77.3025234,OZONE,13,47,22
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",16-06-2026 12:00,28.54246,77.191651,PM10,16,457,177
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",16-06-2026 12:00,28.5918245,77.2273074,PM2.5,1,256,73
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",16-06-2026 12:00,28.5918245,77.2273074,NO2,6,44,25
India,Delhi,Delhi,"ITO, Delhi - CPCB",16-06-2026 12:00,28.628624,77.24106,PM2.5,23,246,74
India,Delhi,Delhi,"JNU, Delhi - DPCC",16-06-2026 12:00,28.540721,77.168544,OZONE,3,29,8
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",16-06-2026 12:00,28.73282,77.170633,PM10,55,276,170
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",16-06-2026 12:00,28.73282,77.170633,SO2,1,23,11
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",16-06-2026 12:00,28.58028,77.233829,PM2.5,12,207,61
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",16-06-2026 12:00,28.58028,77.233829,CO,17,97,56
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",16-06-2026 12:00,28.58028,77.233829,OZONE,3,49,13
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",16-06-2026 12:00,28.530785,77.271255,SO2,6,33,15
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",16-06-2026 12:00,28.623763,77.287209,PM2.5,12,250,95
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",16-06-2026 12:00,28.623763,77.287209,NH3,2,11,8
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",16-06-2026 12:00,28.623763,77.287209,SO2,6,21,12
India,Delhi,Delhi,"Pusa, Delhi - IITM",16-06-2026 12:00,28.63611,77.173332,PM2.5,7,218,70
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",16-06-2026 12:00,28.563262,77.186937,OZONE,1,29,7
India,Delhi,Delhi,"Rohini, Delhi - DPCC",16-06-2026 12:00,28.732528,77.11992,PM2.5,18,328,80
India,Delhi,Delhi,"Rohini, Delhi - DPCC",16-06-2026 12:00,28.732528,77.11992,SO2,5,19,9
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",16-06-2026 12:00,28.6514781,77.1473105,PM2.5,36,339,115
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",16-06-2026 12:00,28.6514781,77.1473105,SO2,2,28,12
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",16-06-2026 12:00,28.6514781,77.1473105,CO,12,94,47
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",16-06-2026 12:00,28.5504249,77.2159377,PM2.5,29,261,84
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",16-06-2026 12:00,28.5504249,77.2159377,NO2,7,37,23
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",16-06-2026 12:00,28.5504249,77.2159377,SO2,29,35,33
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",16-06-2026 12:00,28.710508,77.249485,NO2,10,64,34
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",16-06-2026 12:00,28.611281,77.237738,SO2,2,24,10
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",16-06-2026 12:00,28.636429,77.201067,SO2,25,64,40
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",16-06-2026 12:00,28.636429,77.201067,CO,17,73,53
India,Delhi,Delhi,"Mundka, Delhi - DPCC",16-06-2026 12:00,28.684678,77.076574,CO,30,109,52
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",16-06-2026 12:00,28.60909,77.0325413,PM10,33,500,104
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",16-06-2026 12:00,28.570173,76.933762,PM10,20,279,99
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",16-06-2026 12:00,28.570173,76.933762,SO2,21,48,29
India,Delhi,Delhi,"Narela, Delhi - DPCC",16-06-2026 12:00,28.822836,77.101981,PM10,48,238,146
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",16-06-2026 12:00,28.56789,77.250515,PM2.5,2,267,79
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",16-06-2026 12:00,28.56789,77.250515,SO2,1,14,6
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",16-06-2026 12:00,28.56789,77.250515,OZONE,3,53,17
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",16-06-2026 12:00,28.6573814,77.1585447,NO2,44,182,101
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",16-06-2026 12:00,28.6573814,77.1585447,OZONE,2,48,6
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",16-06-2026 12:00,28.806223,76.141105,NH3,8,17,10
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",16-06-2026 12:00,28.39072,77.30059,PM10,30,160,114
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",16-06-2026 12:00,28.376058,77.315741,PM2.5,18,425,237
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",16-06-2026 12:00,28.4417,77.3217,NO2,36,39,38
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",16-06-2026 12:00,28.4417,77.3217,CO,28,111,59
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",16-06-2026 12:00,29.503664,75.467934,PM10,19,80,42
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",16-06-2026 12:00,29.503664,75.467934,CO,35,52,42
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",16-06-2026 12:00,28.422681,77.148944,PM2.5,3,144,48
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",16-06-2026 12:00,28.422681,77.148944,NO2,10,27,16
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",16-06-2026 12:00,28.4227,77.0667,PM2.5,NA,NA,NA
